textid,sentenceID,activityID,Activity,resource,object,gsClass
p117,9,10,subsequently ,customer,,?
p117,14,15,see the customer,customer,Actor - [the] customer,?
p117,14,16,register ,customer,,?
p117,17,17,find ,customer,,?
p117,17,18,register ,customer,,?
p117,18,19,find ,customer,,?
p117,18,20,the customer is new,customer,,?
p118,0,0,begin ,bank,,?
p118,3,4,subsequently ,bank,,?
p118,8,9,subsequently ,bank,,?
p119,0,0,begin ,clerk,,?
p119,4,4,subsequently ,clerk,,?
p119,6,5,claim ,clerk,,?
p119,6,6,express ,clerk,,?
p119,8,8,express 50.0 s.,clerk,Resource - [50.0] s.,?
p12,0,0,begin ,employer,,?
p12,8,9,subsequently ,employer,,?
p120,0,0,begin ,customer,,?
p120,0,1,conduct ,customer,,?
p120,0,2,come ,customer,,?
p120,6,8,subsequently ,customer,,?
p120,7,9,insurance co. does the required copy,customer,Resource - [the] [required] copy,?
p120,8,10,requireds the copy,customer,Resource - [the] copy,?
p120,9,11,is the insurance co.,customer,Actor - [the] [insurance] co.,?
p121,0,0,begin ,user,,?
p121,1,2,begin the user resistration,user,Resource - [the] [user] resistration,?
p121,4,5,conduct to commit ,user,,?
p121,6,7,conduct ,user,,?
p121,6,8,create ,user,,?
p121,7,9,open ,user,,?
p122,0,0,begin ,complaint receiver,,?
p122,8,8,subsequently ,complaint receiver,,?
p122,9,9,conduct ,complaint receiver,,?
p122,11,12,find ,complaint receiver,,?
p122,11,13,content email,complaint receiver,,?
p122,15,17,is the complaint,complaint receiver,Resource - [the] complaint,?
p122,15,18,conduct ,complaint receiver,,?
p122,16,20,is the complaint,complaint receiver,Resource - [the] complaint,?
p123,0,0,begin ,incoming goods department,,?
p123,1,2,the goods,incoming goods department,Resource - goods,?
p123,5,5,find the quality,incoming goods department,Resource - [the] quality,?
p123,8,8,find the quality ok,incoming goods department,Resource - [the] quality,?
p124,0,0,begin ,customer,,?
p124,4,4,subsequently ,customer,,?
p124,7,7,find to available ,customer,,?
p124,8,8,is the processing,customer,Resource - [the] processing,?
p124,10,11,subsequently ,customer,,?
p124,11,12,n'ts to has inventory,customer,Resource - n'ts,?
p124,15,15,processing department has the inventory,customer,Resource - [the] inventory,?
p125,0,0,begin ,customer,,?
p125,5,5,find the quality ok,customer,Resource - [the] quality,?
p125,8,8,find the quality ok,customer,Resource - [the] [quality] ok,?
p125,12,12,ready to deliver ,customer,,?
p126,0,0,begin ,company,,?
p127,0,0,begin ,hr manager,,?
p127,11,11,HR ,hr manager,,?
p127,14,15,subsequently ,hr manager,,?
p127,19,20,HR the hr system,hr manager,Resource - [the] [hr] system,?
p127,20,21,send the notices,hr manager,Resource - [the] notices,?
p128,0,0,begin ,customer,,?
p129,0,0,begin ,hospital,,?
p129,3,4,subsequently ,hospital,,?
p129,6,7,is the doctor,hospital,Actor - [the] doctor,?
p129,14,14,helpers the lab test,hospital,Resource - [the] [lab] test,?
p129,17,17,is the ward,hospital,Actor - [the] ward,?
p13,0,0,begin ,customer,,?
p13,2,2,informeds to not available ,customer,,?
p13,8,8,informeds to available ,customer,,?
p130,0,0,begin ,expert,,?
p130,0,1,identify ,expert,,?
p130,0,2,need ,expert,,?
p130,6,9,subsequently ,expert,,?
p130,7,10,prepare ,expert,,?
p130,8,11,plan ,expert,,?
p131,0,0,begin ,customer,,?
p131,3,4,subsequently ,customer,,?
p131,10,11,subsequently ,customer,,?
p132,0,0,begin ,worker,,?
p132,0,1,ready for the work,worker,,?
p132,6,7,the required task starts the daily work,worker,Resource - [the] [daily] work,?
p132,7,8,find to time ,worker,,?
p132,10,11,work ,worker,,?
p132,11,12,work the time completed,worker,Resource - [the] time,?
p133,0,0,begin ,user,,?
p133,1,2,view ,user,,?
p133,1,3,sign up page,user,Actor - page,?
p133,4,6,allow the user,user,Actor - [the] user,?
p133,7,9,conduct to commit ,user,,?
p133,9,11,website the record,user,Resource - [the] record,?
p133,10,12,conduct ,user,,?
p133,10,13,create ,user,,?
p133,11,14,open ,user,,?
p134,0,0,begin ,receiving department,,?
p134,1,2,the goods,receiving department,Resource - goods,?
p134,5,5,find the fine quality,receiving department,Resource - [the] [fine] quality,?
p134,10,10,find to not fine ,receiving department,,?
p134,11,11,subsequently ,receiving department,,?
p135,0,0,begin ,hospital administration,,?
p135,6,6,find ,hospital administration,,?
p135,6,7,the at-least one has german citizenship,hospital administration,Resource - [german] citizenship,?
p135,8,9,find ,hospital administration,,?
p135,8,10,the one has german citizenship,hospital administration,Resource - [german] citizenship,?
p135,9,11,document to the commitee,hospital administration,,?
p135,11,13,subsequently ,hospital administration,,?
p135,12,14,find ,hospital administration,,?
p135,16,18,was and be the hospital,hospital administration,Actor - [the] hospital,?
p135,21,23,is the hospital,hospital administration,Actor - [the] hospital,?
p136,0,0,begin ,administration,,?
p136,2,2,find ,administration,,?
p136,2,3,miss ,administration,,?
p136,3,4,request the parents,administration,Actor - [the] parents,?
p136,4,5,conduct the information received,administration,Resource - [the] information,?
p136,6,7,find to complete ,administration,,?
p136,7,8,is the hospital,administration,Actor - [the] hospital,?
p136,7,9,confirm ,administration,,?
p136,9,11,see ,administration,,?
p136,9,12,do not accept baby,administration,Actor - baby,?
p136,12,14,see ,administration,,?
p136,14,17,russian citizenship,administration,Resource - citizenship,?
p136,16,18,find ,administration,,?
p136,16,19,the one has russian nationality,administration,Resource - [russian] nationality,?
p136,20,24,the east atl is russian,administration,Actor - russian,?
p136,22,26,is the hospital,administration,Actor - [the] hospital,?
p136,22,27,take the decided name,administration,Meta-Actor - [the] [decided] name,?
p136,27,32,find at the least,administration,,?
p136,27,33,the parents have registration,administration,Actor - registration,?
p136,30,36,formalize the moth payments,administration,Resource - [the] [moth] payments,?
p137,0,0,begin ,hospital administration,,?
p137,2,3,document to the hospital administration,hospital administration,,?
p137,5,6,one parent is citizen,hospital administration,Actor - citizen,?
p137,7,9,the one is citizen,hospital administration,Actor - citizen,?
p137,9,11,is the hospital administration,hospital administration,Actor - [the] [hospital] administration,?
p137,10,12,see the child born in the wedlock or not,hospital administration,Actor - [the] child,?
p137,18,19,see the present or not father,hospital administration,Meta-Actor - [the] [present or not] father,?
p137,20,20,find ,hospital administration,,?
p137,20,21,the father is present,hospital administration,,?
p137,22,23,find ,hospital administration,,?
p137,22,24,does not the father does not exist ,hospital administration,,?
p137,25,27,was and be the hospital,hospital administration,Actor - [the] hospital,?
p138,0,0,begin ,hospital administration,,?
p138,5,5,is the inquiry,hospital administration,Resource - [the] inquiry,?
p138,22,21,is the inquiry,hospital administration,Resource - [the] inquiry,?
p139,0,0,begin ,inquiry section,,?
p139,3,4,subsequently ,inquiry section,,?
p139,4,5,predict to the municipility,inquiry section,,?
p139,5,6,the based on the information,inquiry section,,?
p139,12,12,is the hospital,inquiry section,Actor - [the] hospital,?
p139,17,18,gba ,inquiry section,,?
p14,0,0,begin ,,,?
p14,6,4,once is the moderates discussion,,Resource - [the] [moderates] discussion,?
p14,10,6,wait until the due date,,,?
p14,11,7,was and be ,,,?
p140,0,0,begin ,hospital administration,,?
p140,5,5,subsequently ,hospital administration,,?
p140,8,8,is the hospital,hospital administration,Actor - [the] hospital,?
p140,15,15,gba data,hospital administration,Resource - data,?
p140,16,16,is the hospital,hospital administration,Actor - [the] hospital,?
p141,0,0,begin ,administration,,?
p141,14,14,apply the decent rights,administration,Actor - [the] [decent] rights,?
p141,15,15,apply the decent rights,administration,Actor - [the] [decent] rights,?
p142,0,0,begin ,applicant,,?
p142,10,12,subsequently ,applicant,,?
p142,14,15,is the enrolment,applicant,Resource - [the] enrolment,?
p142,16,17,conduct ,applicant,,?
p142,16,18,not find application in complete or in time,applicant,Resource - application,?
p143,0,0,begin ,applicant,,?
p143,0,1,chooseses a university,applicant,Actor - [a] university,?
p143,3,3,conduct ,applicant,,?
p143,7,9,conduct ,applicant,,?
p143,9,14,subsequently ,applicant,,?
p143,10,15,find ,applicant,,?
p143,10,16,not the application is not complete,applicant,,?
p143,14,20,find ,applicant,,?
p143,14,21,the application is complete,applicant,,?
p143,24,31,acceptses the match,applicant,Actor - [the] match,?
p144,0,0,begin ,applicant,,?
p144,4,5,document to the department,applicant,,?
p145,2,1,applicant is the german,applicant,Actor - [the] german,?
p145,5,2,conduct the a german,applicant,Actor - [the] [a] german,?
p145,7,4,conduct ,applicant,,?
p145,8,5,is the applicant,applicant,Actor - [the] applicant,?
p145,13,12,subsequently ,applicant,,?
p145,15,14,check to complete ,applicant,,?
p145,16,15,is the enrollment,applicant,Actor - [the] enrollment,?
p146,0,0,begin ,applicant,,?
p146,15,18,request to the complete application,applicant,,?
p146,25,27,conduct ,applicant,,?
p146,25,28,meet the high ranking requirements,applicant,Resource - [the] [high ranking] requirements,?
p146,26,29,proposeds accepted,applicant,Resource - accepted,?
p146,27,30,provide ,applicant,,?
p146,28,31,proposeds reserved,applicant,Resource - reserved,?
p146,29,32,not see the requirements to meet ,applicant,Resource - [the] requirements,?
p146,30,33,proposeds rejected,applicant,Resource - rejected,?
p146,31,34,is the selection,applicant,Resource - [the] selection,?
p146,35,37,is the applicant,applicant,Actor - [the] applicant,?
p147,0,0,begin ,applicant,,?
p147,3,3,conduct the nationality german,applicant,Actor - [the] [nationality] german,?
p147,5,4,conduct ,applicant,,?
p147,5,5,not the nationality is not german,applicant,,?
p147,7,7,conduct german,applicant,Actor - german,?
p147,7,8,the nationality is german,applicant,Actor - german,?
p147,18,21,check to complete ,applicant,,?
p147,19,22,is the enrollment,applicant,Actor - [the] enrollment,?
p147,20,24,subsequently ,applicant,,?
p147,22,26,find to complete ,applicant,,?
p147,25,29,subsequently ,applicant,,?
p147,31,32,conduct 50 points,applicant,Resource - [50] points,?
p147,33,34,conduct the 50-69 points,applicant,Resource - [the] [50-69] points,?
p147,42,42,qualify the applicant,applicant,Actor - [the] applicant,?
p147,44,44,qualify the applicant,applicant,Actor - [the] applicant,?
p148,0,0,begin ,applicant,,?
p148,8,8,is the university administration,applicant,Actor - [the] [university] administration,?
p148,14,13,wait for certificate,applicant,,?
p148,19,17,average to less than good,applicant,,?
p148,23,21,is the university,applicant,Actor - [the] university,?
p149,0,0,begin ,university administration,,?
p149,8,8,keep in the applicant pool,university administration,,?
p149,10,10,is the aplicant,university administration,Resource - [the] aplicant,?
p15,0,0,begin ,,,?
p15,9,10,subsequently ,,,?
p15,10,11,conduct the quality to lack ,,Resource - [the] quality,?
p15,11,12,lack ,,,?
p15,12,13,conduct the quality ok,,Resource - [the] [quality] ok,?
p150,0,0,begin ,applicant,,?
p150,3,4,subsequently ,applicant,,?
p150,4,5,not conduct to meet basic requirements,applicant,,?
p150,5,6,meet the basic requirements,applicant,Resource - [the] [basic] requirements,?
p150,13,13,is the applicant,applicant,Actor - [the] applicant,?
p150,17,21,subsequently ,applicant,,?
p150,18,22,find ,applicant,,?
p150,18,23,the applicant is from the european country,applicant,,?
p150,19,24,find ,applicant,,?
p150,19,25,not the applicant is not from the european country,applicant,,?
p150,21,27,is the university,applicant,Actor - [the] university,?
p150,23,30,subsequently ,applicant,,?
p150,26,34,is the selection,applicant,Resource - [the] selection,?
p150,30,38,the selection committee does the interview,applicant,Resource - [the] interview,?
p150,34,42,is the selection,applicant,Resource - [the] selection,?
p16,0,0,begin ,customer,,?
p16,0,1,arrive at the shop,customer,,?
p16,9,9,conduct the happy,customer,Resource - [the] happy,?
p16,10,10,conduct to not happy with order,customer,,?
p16,12,12,receive ,customer,,?
p16,12,13,complain ,customer,,?
p16,13,14,process ,customer,,?
p16,13,15,complain ,customer,,?
p17,0,0,begin ,supplier,,?
p18,0,0,begin ,hiring manager,,?
p19,0,0,begin ,customer,,?
p19,0,1,arrive at the book shop,customer,,?
p19,6,6,conduct to available ,customer,,?
p19,9,9,conduct to not available ,customer,,?
p2,0,0,begin ,student,,?
p2,5,5,not find the student to fulfill financial requirments,student,Actor - [the] student,?
p2,8,8,remedy the financial condition,student,Resource - [the] [financial] condition,?
p2,17,18,is the admission,student,Resource - [the] admission,?
p20,0,0,begin ,manager,,?
p20,9,8,once ,manager,,?
p21,0,0,begin ,traveling agent,,?
p22,0,0,begin ,customer,,?
p22,9,11,subsequently ,customer,,?
p22,13,15,is the production,customer,Resource - [the] production,?
p22,18,20,once is the assembly,customer,Actor - [the] assembly,?
p23,0,0,begin ,loan granting co,,?
p23,0,1,check an,loan granting co,Resource - an,?
p23,2,3,if ,loan granting co,,?
p23,3,4,not grant a black list,loan granting co,Resource - [a] [black] list,?
p23,5,6,co checks is list ,loan granting co,Resource - checks,?
p23,8,7,not grant ,loan granting co,,?
p23,10,9,is the loan granting co grants,loan granting co,Resource - [the] [loan granting co] grants,?
p23,10,10,the loan granting co grants is ready,loan granting co,,?
p24,0,0,begin ,,,?
p24,3,3,repairables ,,,?
p24,4,4,spare part,,Resource - part,?
p24,5,6,restock inventory,,Resource - it,?
p24,6,7,repair to not good for the repair,,,?
p25,0,0,begin ,user,,?
p25,3,4,subsequently ,user,,?
p26,0,0,begin ,sales department,,?
p26,3,4,subsequently ,sales department,,?
p26,4,5,conduct the entry,sales department,Resource - [the] entry,?
p26,5,6,voucher details,sales department,Resource - details,?
p26,6,7,is the accounting department,sales department,Actor - [the] [accounting] department,?
p26,6,8,conduct details to enter data,sales department,Resource - the,?
p26,6,9,conduct details to prepare transfer file,sales department,Resource - the,?
p27,0,0,begin ,shopkeeper,,?
p27,0,1,receive a supplier,shopkeeper,Actor - [a] supplier,?
p27,2,3,analyze ,shopkeeper,,?
p27,3,4,subsequently ,shopkeeper,,?
p28,0,0,begin ,developer,,?
p28,3,4,subsequently ,developer,,?
p28,5,6,project the fixing bugs,developer,Resource - [the] [fixing] bugs,?
p28,9,10,find to prone ,developer,,?
p28,11,12,is the project,developer,Resource - [the] project,?
p29,0,0,begin ,person,,?
p29,5,5,find ,person,,?
p29,5,6,fail ,person,,?
p29,8,9,find to successful ,person,,?
p29,9,10,issue the license,person,Resource - [the] license,?
p3,0,0,begin ,customer,,?
p3,2,3,receive ,customer,,?
p3,3,4,subsequently ,customer,,?
p3,4,5,conduct to available ,customer,,?
p3,11,13,conduct ,customer,,?
p3,11,14,receive ,customer,,?
p30,0,0,begin ,sales person,,?
p30,2,2,not conduct to require quotation,sales person,,?
p30,7,7,managment requests,sales person,Resource - requests,?
p30,10,10,manage the quotation,sales person,Resource - [the] quotation,?
p30,14,13,manage the pending offer,sales person,Resource - [the] [pending] offer,?
p30,15,14,not conduct to accept offer,sales person,,?
p30,16,15,manage the quotation,sales person,Resource - [the] quotation,?
p31,0,0,begin ,customer,,?
p31,3,4,subsequently ,customer,,?
p31,4,5,identify ,customer,,?
p31,4,6,the customer ,customer,,?
p31,5,7,identify ,customer,,?
p31,5,8,not the customerdoes exist not ,customer,,?
p31,7,10,once is the aqua co.,customer,Actor - [the] [aqua] co.,?
p32,0,0,begin ,repairing person,,?
p32,3,4,subsequently ,repairing person,,?
p32,4,5,inspect to possible ,repairing person,,?
p33,0,0,begin ,customer,,?
p33,5,4,is the stock keeper,customer,Actor - [the] [stock] keeper,?
p33,6,6,subsequently ,customer,,?
p33,9,9,find to available ,customer,,?
p33,10,10,is the stock,customer,Meta-Actor - [the] stock,?
p34,0,0,begin ,candidate,,?
p34,3,4,subsequently ,candidate,,?
p34,6,7,is the candidate,candidate,Actor - [the] candidate,?
p35,0,0,begin ,department,,?
p35,5,4,is the hr,department,Resource - [the] hr,?
p35,13,12,HR department updates,department,Resource - [department] updates,?
p35,15,14,HR department updates,department,Resource - [department] updates,?
p36,0,0,begin ,borrower,,?
p36,7,7,find to unavailable ,borrower,,?
p36,9,9,find to available ,borrower,,?
p37,0,0,begin ,receptionist,,?
p38,0,0,begin ,bank,,?
p38,3,4,subsequently ,bank,,?
p38,8,9,subsequently ,bank,,?
p38,15,16,website the customer status,bank,Resource - [the] [customer] status,?
p39,0,0,begin ,customer,,?
p39,1,2,choose ,customer,,?
p39,1,3,require products,customer,Resource - products,?
p39,9,11,subsequently ,customer,,?
p4,0,0,begin ,,,?
p4,3,4,subsequently ,,,?
p4,4,5,conduct the candidate,,Actor - [the] candidate,?
p4,6,7,conduct the candidate,,Actor - [the] candidate,?
p4,11,12,subsequently ,,,?
p4,13,14,conduct the insufficent information,,Resource - [the] [insufficent] information,?
p4,14,15,notifieses ,,,?
p40,0,0,begin ,customer,,?
p40,3,4,subsequently ,customer,,?
p40,7,8,once ,customer,,?
p40,9,10,find to incomplete ,customer,,?
p40,11,12,find to complete ,customer,,?
p41,0,0,begin ,student,,?
p41,3,4,subsequently ,student,,?
p42,0,0,begin ,customer,,?
p42,3,3,co. the flight,customer,Meta-Actor - [the] flight,?
p42,4,4,co. the hotel,customer,Resource - [the] hotel,?
p42,5,5,co. the booking system,customer,Resource - [the] [booking] system,?
p43,0,0,begin ,trainee,,?
p43,7,7,find to available ,trainee,,?
p43,8,8,is the training co.,trainee,Actor - [the] [training] co.,?
p44,0,0,begin ,smart cell,,?
p44,3,4,subsequently ,smart cell,,?
p44,6,7,the bidder deals ,smart cell,,?
p45,0,0,begin ,seller,,?
p45,0,1,take a sample,seller,Resource - [a] sample,?
p45,3,4,subsequently ,seller,,?
p45,8,9,offer the correct sample,seller,Resource - [the] [correct] sample,?
p46,0,0,begin ,level support,,?
p46,3,4,subsequently ,level support,,?
p46,9,10,is the 1st level,level support,Resource - [the] [1st] level,?
p47,0,0,begin ,customer,,?
p47,3,4,subsequently ,customer,,?
p47,6,7,find to available ,customer,,?
p47,10,9,is the shopkeeper,customer,Actor - [the] shopkeeper,?
p48,0,0,begin ,sponsor,,?
p48,2,3,form validity,sponsor,Resource - validity,?
p48,3,4,subsequently ,sponsor,,?
p48,4,5,find ,sponsor,,?
p48,4,6,the account request is valid,sponsor,,?
p48,6,8,find ,sponsor,,?
p48,6,9,miss ,sponsor,,?
p48,7,10,I&T to help the sponsor,sponsor,,?
p49,0,0,begin ,order accounting department,,?
p49,3,4,subsequently ,order accounting department,,?
p49,5,6,find ,order accounting department,,?
p49,5,7,the order is special,order accounting department,,?
p49,7,9,the order ,order accounting department,,?
p5,0,0,begin ,manufacturer,,?
p5,0,1,place ,manufacturer,,?
p5,3,3,conduct to miss ,manufacturer,,?
p5,3,4,reject ,manufacturer,,?
p5,4,5,conduct the capacity ok,manufacturer,Resource - [the] [capacity] ok,?
p5,4,6,confirm ,manufacturer,,?
p5,7,8,conduct to available ,manufacturer,,?
p5,8,9,partses to miss ,manufacturer,,?
p50,0,0,begin ,,,?
p50,3,4,subsequently ,,,?
p50,7,7,review ,,,?
p50,7,8,apply ,,,?
p50,10,11,implement defined,,Resource - defined,?
p50,11,12,authorize ,,,?
p51,0,0,begin ,purchaser,,?
p51,8,8,the purchaser accesses ,purchaser,,?
p51,8,9,reviews ,purchaser,,?
p52,0,0,begin ,logistic manager,,?
p52,6,7,require ,logistic manager,,?
p52,9,10,carry ,logistic manager,,?
p52,11,12,was and be the warehouse,logistic manager,Resource - [the] warehouse,?
p53,0,0,begin ,information cell,,?
p53,0,1,greet a guest,information cell,Actor - [a] guest,?
p53,2,2,find ,information cell,,?
p53,2,3,the guest has reservations,information cell,Resource - reservations,?
p53,7,9,find ,information cell,,?
p53,7,10,the guest has no reservations,information cell,Resource - [no] reservations,?
p53,8,12,the the guest services,information cell,Resource - the,?
p54,0,0,begin ,retailer,,?
p54,3,4,subsequently ,retailer,,?
p54,4,6,register ,retailer,,?
p54,5,7,find the retailer don't exist,retailer,,?
p54,5,8,do not the retailer do not exist ,retailer,,?
p54,7,10,is the iphone co.,retailer,Actor - [the] [iphone] co.,?
p54,9,12,demand the available so to accept order,retailer,Resource - [the] available,?
p54,10,13,co. the iphone order,retailer,Meta-Actor - [the] [iphone] order,?
p54,12,15,co. stocks,retailer,Resource - stocks,?
p55,0,0,begin ,business unit manager,,?
p55,13,11,provide ,business unit manager,,?
p56,0,0,begin ,customer,,?
p56,5,5,find to available ,customer,,?
p56,6,6,the warehouse man ,customer,,?
p56,10,9,once ,customer,,?
p57,0,0,begin ,retailer,,?
p57,5,5,is the finance department,retailer,Actor - [the] [finance] department,?
p57,12,12,find ,retailer,,?
p57,12,13,not the order is not sufficent,retailer,,?
p57,14,15,is the sales,retailer,Resource - [the] sales,?
p58,0,0,begin ,buyer,,?
p58,3,4,subsequently ,buyer,,?
p58,7,8,card for the verification,buyer,,?
p59,0,0,begin ,,,?
p59,3,4,subsequently ,,,?
p59,6,7,deploy the cartridg,,Resource - [the] cartridg,?
p6,0,0,begin ,storekeeper,,?
p6,0,1,conduct a customer to arrive ,storekeeper,Actor - [a] customer,?
p6,3,4,subsequently ,storekeeper,,?
p6,4,5,conduct the available products,storekeeper,Resource - [the] [available] products,?
p6,6,7,conduct to available ,storekeeper,,?
p6,7,8,conduct the setle prices,storekeeper,Resource - [the] [setle] prices,?
p6,8,9,storekeeper the products,storekeeper,Resource - [the] products,?
p60,0,0,begin ,business organization,,?
p60,0,1,need a registration authority,business organization,Meta-Actor - [a] [registration] authority,?
p60,1,3,exists not,business organization,Resource - not,?
p61,0,0,begin ,shipping department,,?
p61,9,7,the shipping department ships ,shipping department,,?
p62,0,0,begin ,customer,,?
p62,3,4,subsequently ,customer,,?
p63,0,0,begin ,election cell,,?
p63,3,4,subsequently ,election cell,,?
p63,11,12,subsequently ,election cell,,?
p63,13,14,result on the website,election cell,,?
p64,0,0,begin ,originator,,?
p65,0,0,begin ,wholesaler,,?
p65,6,7,subsequently ,wholesaler,,?
p66,0,0,begin ,employee,,?
p66,6,7,subsequently ,employee,,?
p66,7,9,reject sends,employee,Resource - sends,?
p66,8,10,receive ,employee,,?
p66,12,15,receive ,employee,,?
p67,0,0,begin ,employee,,?
p67,3,4,subsequently ,employee,,?
p68,0,0,begin ,doctor,,?
p69,0,0,begin ,student,,?
p69,6,7,subsequently ,student,,?
p69,9,10,find to not eligible ,student,,?
p7,0,0,begin ,customer,,?
p7,4,4,subsequently ,customer,,?
p7,7,7,find to available ,customer,,?
p7,8,8,is the processing,customer,Resource - [the] processing,?
p7,10,11,subsequently ,customer,,?
p7,11,12,n'ts to has inventory,customer,Resource - n'ts,?
p7,15,15,processing department has the inventory,customer,Resource - [the] inventory,?
p70,0,0,begin ,customer,,?
p70,7,7,is the company,customer,Actor - [the] company,?
p71,0,0,begin ,company,,?
p71,0,1,develop ,company,,?
p72,0,0,begin ,employee,,?
p72,3,4,subsequently ,employee,,?
p73,0,0,begin ,customer,,?
p73,3,4,subsequently ,customer,,?
p73,4,5,find ,customer,,?
p73,4,6,the ingredients be complete,customer,,?
p73,9,11,the driver schedules ,customer,,?
p74,0,0,begin ,customer,,?
p74,5,6,find ,customer,,?
p74,15,17,is the isc,customer,Resource - [the] isc,?
p74,15,18,determine ,customer,,?
p74,15,19,require ,customer,,?
p75,0,0,begin ,open mms relay,,?
p75,3,4,subsequently ,open mms relay,,?
p75,4,5,find ,open mms relay,,?
p75,4,6,not the request is not valid,open mms relay,,?
p75,7,9,find ,open mms relay,,?
p75,7,10,the request is valid,open mms relay,,?
p75,13,15,is the open mms,open mms relay,Resource - [the] [open] mms,?
p76,0,0,begin ,employee,,?
p77,0,0,begin ,customer,,?
p77,13,13,once is the supplier ships,customer,Actor - [the] supplier [ships],?
p78,0,0,begin ,student,,?
p78,3,4,subsequently ,student,,?
p78,4,5,find ,student,,?
p78,4,6,miss ,student,,?
p78,6,9,find ,student,,?
p78,6,10,the information is complete,student,,?
p78,8,12,is the registrar,student,Actor - [the] registrar,?
p78,9,14,subsequently ,student,,?
p78,10,15,find ,student,,?
p78,10,16,not the standard is not ok,student,,?
p78,12,18,find ok,student,Resource - ok,?
p78,12,19,the standard is ok,student,Resource - ok,?
p79,0,0,begin ,customer,,?
p79,6,7,subsequently ,customer,,?
p79,9,10,is the customer,customer,Actor - [the] customer,?
p8,0,0,begin ,department,,?
p8,0,1,occur ,department,,?
p8,2,2,conduct to available ,department,,?
p8,8,8,subsequently ,department,,?
p8,10,9,conduct the unknown creditor,department,Actor - [the] [unknown] creditor,?
p80,0,0,begin ,employee,,?
p81,0,0,begin ,salesman,,?
p81,3,4,subsequently ,salesman,,?
p81,8,9,subsequently ,salesman,,?
p81,14,16,the warehouse ships ,salesman,,?
p82,0,0,begin ,accountant,,?
p82,15,15,was and be ,accountant,,?
p82,16,16,not block ,accountant,,?
p82,18,18,block ,accountant,,?
p83,0,0,begin ,salesman,,?
p83,4,4,subsequently ,salesman,,?
p83,7,7,is the production house,salesman,Actor - [the] [production] house,?
p83,8,9,finish the product,salesman,Resource - [the] product,?
p83,13,14,subsequently ,salesman,,?
p83,16,17,finish the product,salesman,Resource - [the] product,?
p83,18,19,once is the warehouse ships,salesman,Resource - [the] [warehouse] ships,?
p84,0,0,begin ,assassin,,?
p84,9,9,conduct ,assassin,,?
p84,9,10,alive ,assassin,,?
p85,0,0,begin ,customer,,?
p85,5,4,find ,customer,,?
p85,5,5,the machine is busy,customer,,?
p85,7,7,find to available ,customer,,?
p85,11,11,once ,customer,,?
p86,0,0,begin ,customer,,?
p86,8,8,is the customer,customer,Actor - [the] customer,?
p86,14,14,perform the service portability,customer,Resource - [the] [service] portability,?
p86,17,17,conduct the receiveconsolidated validation results,customer,Resource - [the] [receiveconsolidated] [validation] results,?
p87,0,0,begin ,customer,,?
p87,3,4,request to the distributor,customer,,?
p87,7,7,account data,customer,Resource - data,?
p87,12,12,complete ,customer,,?
p88,0,0,begin ,excise department,,?
p88,3,4,subsequently ,excise department,,?
p88,6,7,is the excise,excise department,Resource - [the] excise,?
p89,0,0,begin ,inventory manager,,?
p9,0,0,begin ,customer,,?
p9,0,1,conduct a hungry,customer,Resource - [a] hungry,?
p9,6,6,conduct the available ingredients,customer,Resource - [the] [available] ingredients,?
p90,0,0,begin ,customer,,?
p90,3,4,subsequently ,customer,,?
p90,10,10,conduct the products,customer,Resource - [the] products,?
p90,11,11,not conduct the products in stock,customer,Resource - [the] products,?
p90,17,16,is the delivery,customer,Resource - [the] delivery,?
p91,0,0,begin ,inventory department,,?
p91,5,6,subsequently ,inventory department,,?
p91,8,9,find to not appropriate ,inventory department,,?
p91,9,10,file ,inventory department,,?
p91,9,11,complain ,inventory department,,?
p92,0,0,begin ,bank 1,,?
p92,0,1,allow to perform a transaction to use ,bank 1,,?
p92,6,6,find ,bank 1,,?
p92,6,7,does not the user transaction does not exist ,bank 1,,?
p92,9,10,further transaction details,bank 1,Resource - [transaction] details,?
p92,11,11,conduct ,bank 1,,?
p92,11,12,does not the transaction does not exist ,bank 1,,?
p92,13,14,is the bank,bank 1,Actor - [the] bank,?
p93,0,0,begin ,domain registration team,,?
p93,0,1,meet the website specification,domain registration team,Resource - [the] [website] specification,?
p93,7,9,is the domain,domain registration team,Resource - [the] domain,?
p93,11,14,is the domain,domain registration team,Resource - [the] domain,?
p93,14,17,website to launch the managment,domain registration team,,?
p93,15,18,conduct the e-commerce,domain registration team,Resource - [the] e-commerce,?
p93,16,19,inventory the fulfilment,domain registration team,Resource - [the] fulfilment,?
p93,17,20,is the website launch,domain registration team,Resource - [the] [website] launch,?
p94,0,0,begin ,user,,?
p94,2,3,let the user,user,Actor - [the] user,?
p94,6,7,find to incomplete ,user,,?
p94,7,8,prompt the message,user,Resource - [the] message,?
p94,8,10,find to complete ,user,,?
p95,0,0,begin ,customer,,?
p95,3,4,subsequently ,customer,,?
p95,5,7,pack the inquiry desk,customer,Resource - it,?
p95,8,10,dine in the customer,customer,,?
p95,12,13,is the waiter,customer,Actor - [the] waiter,?
p95,19,21,is the customer,customer,Actor - [the] customer,?
p96,0,0,begin ,customer,,?
p96,3,4,subsequently ,customer,,?
p96,10,10,stock the available,customer,Resource - [the] available,?
p96,11,11,stock available,customer,,?
p96,16,13,require for the production,customer,,?
p96,17,14,the manufacturing unit ,customer,,?
